Gene.ID	Gene.symbol	adj.P.Val	logFC
		0.225266064970884	-0.922347431444442
8939	FUBP3	0.225266064970884	-0.388752396388887
6687	SPG7	0.225266064970884	-0.370956445666668
947	CD34	0.225297164365571	-1.67493583038889
100526761///728591	CCDC169-SOHLH2///CCDC169	0.225423222233232	0.8955069735
		0.225423222233232	0.636564709777782
102724093///647042///643707///642402///440295///374650	LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	0.225474959172556	-0.817862005166667
3514	IGKC	0.225600048390366	0.856701141722223
		0.225600048390366	-1.36445240416667
7675	ZNF121	0.225898223726722	0.997143750444446
		0.226011976197313	-0.433791099944445
27087	B3GAT1	0.226011976197313	0.516596128222223
		0.22608948420196	0.813167016444442
		0.226361033326021	-1.21157002833333
128653	C20orf141	0.226361033326021	0.492132194
57634	EP400	0.226361033326021	0.390283473944444
		0.226361033326021	-0.503341996333333
8808	IL1RL2	0.226361033326021	-0.337041043166666
60496	AASDHPPT	0.226831192390889	-0.54581677011111
		0.226831192390889	0.815865902333334
284099	C17orf78	0.226831192390889	0.32195217638889
		0.226831192390889	-0.399269288833333
27199	OXGR1	0.226831192390889	0.468186831666668
93010	B3GNT7	0.226976777868516	0.569788665833334
343578	ARHGAP40	0.226976777868516	0.4504873105
22869	ZNF510	0.226976777868516	-0.836720368166667
7511	XPNPEP1	0.226976777868516	0.483168593611111
6655	SOS2	0.227004219395033	0.777821589944445
342979	PALM3	0.227052791259127	-0.439653159722223
6511	SLC1A6	0.227201254507198	-0.404418420333333
22903	BTBD3	0.227262172743314	-0.620717320055554
728489///64170	DNLZ///CARD9	0.227263336408466	0.5949466685
		0.227263336408466	-0.423273271166666
873	CBR1	0.227264348048223	-0.719082038999996
5873	RAB27A	0.227375984083877	0.78688062338889
		0.227398200685662	-0.357878295277778
55284	UBE2W	0.227465035381759	0.612059289944443
		0.227555865702084	-0.972070957111111
		0.227555865702084	0.616505741222223
100533952///389458	RBAK-RBAKDN///RBAKDN	0.227556732046588	-0.502706873555556
55415	PRO2964	0.227573806341082	-0.238538933277778
79813	EHMT1	0.227664504905292	0.35606271666667
344887	NMRAL1P1	0.227756844995022	-0.552417822111111
10973	ASCC3	0.228000444437967	0.480267859888889
		0.228184335827952	0.4092289935
100527978///148534	TMEM56-RWDD3///TMEM56	0.228184335827952	1.36932136711111
		0.228319661782114	-0.953241294333332
84109	QRFPR	0.228338609910125	0.332554758166667
23143	LRCH1	0.228344686015712	-0.63851185
150786///84084///5870	WTH3DI///RAB6C///RAB6A	0.228394892678192	-0.698220896777779
		0.228682607344348	0.327478114277778
401541	CENPP	0.228758368975635	0.694615725277778
		0.228758368975635	-0.545336392555554
26985	AP3M1	0.228758368975635	0.36130184488889
		0.228758368975635	0.757764633666668
124565	SLC38A10	0.228761011812363	0.503196282166666
4350	MPG	0.228856180417195	-0.466869619500001
84871	AGBL4	0.228921821961552	0.426533931666667
23116	FAM179B	0.22895405917723	-0.602639981277779
11000	SLC27A3	0.229073369090718	0.59647914938889
11060	WWP2	0.229108947147617	0.352078150833333
2622	GAS8	0.229108947147617	-0.613390975777778
10036	CHAF1A	0.229108947147617	0.620291736111113
		0.229108947147617	-0.711924217055557
27349	MCAT	0.229108947147617	-0.708940493444447
10866	HCP5	0.229180047193529	-1.03103925455556
150786///84084///5870	WTH3DI///RAB6C///RAB6A	0.229209103190692	0.805161623222224
58189	WFDC1	0.229209103190692	0.649420636277778
		0.229256504983384	1.54962239605556
201176	ARHGAP27	0.22931964169743	0.493872173333334
23314	SATB2	0.22931964169743	0.638231855111111
7323	UBE2D3	0.22931964169743	-1.86763766911111
		0.229343213016885	0.733747456000001
389257	LRRC14B	0.229354096159764	0.405820262111113
30812	SOX8	0.229354096159764	0.484744788333333
79828	METTL8	0.229547459455033	0.471514478277776
		0.229605273196426	-1.26849901472222
58526	MID1IP1	0.229656969224661	0.572702510222222
81894	SLC25A28	0.229689511394694	-0.396853655166668
51428	DDX41	0.229689511394694	0.441294406000001
		0.229689511394694	-0.262423418111112
222236	NAPEPLD	0.229689511394694	-1.037982209
55819	RNF130	0.229787895156781	0.490451494388887
27338	UBE2S	0.229848822877383	0.637263758611111
		0.229863753688628	0.627120771888888
1389	CREBL2	0.229869116131114	-0.604116670444444
		0.230097186508369	-1.23195295544444
		0.230143169737519	-0.645193124388889
		0.230191269998859	0.332129865000001
		0.230212167963175	0.393722949055556
9125	CNOT9	0.230212167963175	0.449809341833335
84187	TMEM164	0.230212167963175	0.588111839111114
644019///445571///220869///150472///55871///644019///445571///220869///55871	CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	0.230212167963175	-0.8706889685
1613	DAPK3	0.230380574997352	-0.439826753666667
		0.230380574997352	-1.26741000166667
		0.230523977925223	0.408830802611111
84942	WDR73	0.230542973751227	-0.591405158222221
		0.230542973751227	-0.935784815222221
		0.230542973751227	0.804464901166667
10567	RABAC1	0.230563062515426	-0.865578625944445
3351	HTR1B	0.230563062515426	-0.689444506611111
4708	NDUFB2	0.230563062515426	-0.703132378333335
		0.230563062515426	1.09105766716667
64429	ZDHHC6	0.230619256845683	-0.443205565444444
2002	ELK1	0.230670858686397	0.449540602611112
55095	SAMD4B	0.230772809606186	0.432327171500002
8705	B3GALT4	0.230772809606186	-0.386979442888887
		0.230784982389051	1.23913232616667
222255	ATXN7L1	0.230784982389051	0.908116606999999
83690	CRISPLD1	0.230784982389051	-0.777315261388888
130535	KCTD18	0.230784982389051	-0.644145163555553
		0.230784982389051	-0.301177224055555
6536	SLC6A9	0.230784982389051	0.756088359666666
401296	LOC401296	0.230784982389051	0.471745661111111
645387///6128	RPL6P27///RPL6	0.230784982389051	-0.40814022277778
		0.230784982389051	-0.517058259611112
		0.230827313262612	0.48719899961111
54847	SIDT1	0.230827313262612	-0.865864038388888
		0.230837409303142	-0.71629819672222
		0.230837409303142	1.21549938183334
4641	MYO1C	0.230883223020158	0.5095337855
		0.230883223020158	-0.922757491111112
406884///400931	MIRLET7B///MIRLET7BHG	0.230883223020158	-0.539875879999999
		0.230883223020158	-0.257678141388889
56993	TOMM22	0.230883223020158	0.53659825188889
81603	TRIM8	0.230883223020158	0.668170096722221
		0.23090318153908	1.33685214672222
137872	ADHFE1	0.230917739961401	-0.851147597722224
		0.230990828614585	-0.388262105
		0.231012210310289	-0.546173206111114
222068	TMED4	0.231012210310289	0.76325760172222
101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	0.231012210310289	-0.664464978277778
		0.231012210310289	0.439090026555555
64788	LMF1	0.231012210310289	-0.541649022166667
9580	SOX13	0.231012210310289	0.434553816444445
11253	MAN1B1	0.231012210310289	0.438014717444442
		0.231012210310289	1.25204583088889
9663	LPIN2	0.231012210310289	-0.619072394055559
4058	LTK	0.231012210310289	0.651803407
200895	DHFR2	0.23104672500546	-0.681639765500001
		0.23104672500546	0.771876994666667
		0.231098731734217	0.416107259333334
340784	HMX3	0.231179154850063	0.539751084833332
4753	NELL2	0.231179154850063	0.637567191388891
		0.231193718883397	0.834389534944445
		0.231237576624486	0.293984776944444
6585	SLIT1	0.231237576624486	0.430314386555555
5690	PSMB2	0.231237576624486	0.394542165111112
23301	EHBP1	0.231309251683735	-0.661916314944445
9420	CYP7B1	0.231396873739498	0.945334779777778
		0.231412372103672	-0.667963971500002
		0.231427073798824	1.09665186322222
407012///84909	MIR24-1///C9orf3	0.231427073798824	-0.358926041166667
159963	SLC5A12	0.231427807844973	0.325877657277779
79627	OGFRL1	0.231427807844973	0.818012365166668
		0.231781279803873	-1.13081402077778
50604	IL20	0.231783468458385	-0.383731281888889
51255	RNF181	0.231996746879754	-0.47609964527778
7295	TXN	0.232049827031898	-0.872012533444446
		0.232052775935248	-0.630957016944445
2526	FUT4	0.232052775935248	0.500446528944447
131601	TPRA1	0.232058003502809	-0.436527240000003
27239	GPR162	0.232143838464073	-0.837048365555557
10993	SDS	0.232177830764269	0.490936737277779
6405	SEMA3F	0.23233761111837	0.332728561499998
		0.23233761111837	-0.383142717000001
653604///333932///126961	HIST2H3D///HIST2H3A///HIST2H3C	0.23233761111837	1.11451072483333
729975	LINC01530	0.23233761111837	-0.408980828333334
55512	SMPD3	0.23233761111837	1.12550663222222
116443	GRIN3A	0.23233761111837	0.433163909333334
		0.23233761111837	-0.65841970483333
28971	AAMDC	0.23233761111837	-0.531283208111112
		0.232400453307016	-0.21208964311111
3184	HNRNPD	0.232425862524196	0.311580155555557
23114	NFASC	0.232425862524196	0.442713028777778
136647	MPLKIP	0.232425862524196	-0.516383806222223
9747	TCAF1	0.232425862524196	-0.668295619555554
16	AARS	0.232425862524196	-0.584885189444444
346389	MACC1	0.232426085623441	-1.147164119
		0.232426085623441	0.701792682222222
23362	PSD3	0.232426085623441	0.653426200888888
8945	BTRC	0.232426085623441	-0.543382959388889
10922	FASTK	0.232426085623441	-0.961905688333333
5587	PRKD1	0.232465978825854	-0.742628267388889
1235	CCR6	0.232465978825854	0.795474595833334
		0.232476543682479	-0.263118311166667
10123	ARL4C	0.232525551959143	-0.982541424611108
26814	SNORD36B	0.232525551959143	1.16940131
		0.232574414459891	-0.983085072944442
		0.232754360682068	0.851186967
51768	TM7SF3	0.232754360682068	-0.559986680555555
7423	VEGFB	0.232754360682068	-0.520704661888889
203259	FAM219A	0.232811096959074	-0.361023101499999
		0.232814483364965	-0.711201847277778
6709	SPTAN1	0.232814483364965	-0.351041729444445
		0.232814483364965	-0.565619193888888
90121	TSR2	0.232815162439312	-0.844170341055555
222255	ATXN7L1	0.232867526874785	1.15486681283333
140032	RPS4Y2	0.232968108868584	-0.73951321138889
7695	ZNF136	0.232968108868584	-0.426105853666667
		0.233074108220425	-0.897512891888889
		0.233119877776151	0.764054113055556
5566	PRKACA	0.233119877776151	0.575850636555555
		0.233119877776151	-0.815861942444446
3619	INCENP	0.233119877776151	0.622234527833332
3514	IGKC	0.233119877776151	0.769701239000001
346547	ERVFC1-1	0.233177828079853	0.519277252055555
9031	BAZ1B	0.233257208305276	-0.491764383833336
525	ATP6V1B1	0.233257208305276	0.459657634
9812	KIAA0141	0.233266169219944	-0.367161748166668
23180	RFTN1	0.233266169219944	0.409148169500001
79863	RBFA	0.233321038751807	-0.414313536777779
		0.233428559032391	-1.15587767883333
3452///3451///3449///3448///3446///3444///3441	IFNA21///IFNA17///IFNA16///IFNA14///IFNA10///IFNA7///IFNA4	0.233428559032391	-0.384039850777778
		0.233443383187035	0.51271294588889
100132116	ACTA2-AS1	0.233452844682218	-0.526431424666666
		0.233541954050963	0.363867418
2852	GPER1	0.233704446664918	0.621367396722222
		0.233796966688293	-0.453918942944446
		0.233816059973421	0.278663595111112
79845	RNF122	0.233823445384067	0.559822170277778
		0.233823445384067	-1.36350380122222
23053	ZSWIM8	0.233823445384067	0.360436957555557
169714	QSOX2	0.233855707842704	-0.440845288166667
100129312	LOC100129312	0.233860318374307	0.495587014833333
7812	CSDE1	0.234061427405551	0.257942393333336
92335	STRADA	0.234061427405551	0.301588057388888
441666	LOC441666	0.234061427405551	-0.537163591888889
55576	STAB2	0.234093599015066	0.272367434055556
26276	VPS33B	0.234093599015066	-0.467289374555557
348378	FAM159A	0.234093599015066	0.576625238333333
2905	GRIN2C	0.234093599015066	0.348714789611111
158160	HSD17B7P2	0.234093599015066	-0.694728567222223
162993	ZNF846	0.234110727888433	-0.680655835277776
55975	KLHL7	0.234128697781418	-0.486006267000001
92305	TMEM129	0.234179210340944	-0.382125438999998
2170	FABP3	0.234179210340944	0.386408684888889
92579	G6PC3	0.234249913105102	0.525080891444445
		0.234423320513252	-0.925637013833334
		0.234579150609167	-0.436160008888887
2553	GABPB1	0.234579150609167	-0.702477774055552
79590	MRPL24	0.234579150609167	0.79978982922222
146198	ZFP90	0.234579150609167	-0.530268148555555
		0.234579150609167	0.505782369944445
		0.234632347640075	0.523464713777777
8914	TIMELESS	0.234632347640075	0.749406222
		0.234632347640075	-0.92300729111111
5714	PSMD8	0.234632347640075	0.934638344777775
		0.234632347640075	0.422183656166667
253639	ZNF620	0.234749056708592	-0.612070610055555
		0.234753582239649	-0.9793523385
		0.234797803891723	-0.707186617777777
		0.234837455878647	0.936334594833334
124801	LSM12	0.234861390055426	1.25636586966667
		0.234977967841052	0.718512302444445
63899	NSUN3	0.234987512838012	-0.51074078361111
		0.235088702975267	-0.334138282833333
		0.235106427370549	0.563289458888892
911	CD1C	0.235244006860759	1.45762995333334
		0.235338327096784	-0.672055323388889
		0.235567053978579	-0.401573063388889
		0.235567053978579	-0.773352637611112
2862	MLNR	0.235684877202881	0.571300175277779
100506084///51326///10230///10230	ARL17B///ARL17A///NBR2///NBR2	0.235775428217834	-0.804437958500003
57705	WDFY4	0.235805165453896	0.69788252961111
124995	MRPL10	0.235874021771879	0.775590448722222
		0.235874021771879	-1.17053947927778
		0.235964054644809	-0.580200528611111
28968	SLC6A16	0.236278682378143	-0.427364825000002
7155	TOP2B	0.236278682378143	-0.561853860222223
92092	ZC3HAV1L	0.236286498208102	-0.756063827222222
		0.236286498208102	0.350486024222221
		0.236286498208102	-0.781694978166665
51162	EGFL7	0.236308901438921	-0.667494807555558
677822///79101	SNORA40///TAF1D	0.236321718172125	1.00189552972222
		0.236336584278722	0.867102320333332
		0.236409614056102	1.16536674577778
51669	SARAF	0.236462982207277	-0.539636884222226
		0.236462982207277	-0.81035708111111
645784///400986///375248///57730	ANKRD36BP2///ANKRD36C///ANKRD36///ANKRD36B	0.236462982207277	-0.657765691055554
126272	EID2B	0.236475407126326	-0.518445845
79168	LILRA6	0.236483260561543	0.855817348
		0.236565883852631	-0.354321028055555
11154	AP4S1	0.236565883852631	-0.615566872722221
10461	MERTK	0.236565883852631	-0.857579482611111
		0.236565883852631	-1.37870818772222
1019	CDK4	0.236565883852631	0.525349514666665
		0.236565883852631	0.468407909444444
		0.236565883852631	-0.647393802666667
118490	MSS51	0.236593860431793	-0.523714569
		0.23661610529039	0.428382831833334
348093	RBPMS2	0.236634103494061	0.655823729055557
26493	OR8B8	0.236634103494061	0.461163645166667
146691	TOM1L2	0.236673618633981	-0.407109010055556
23338	JADE2	0.236693129808301	-0.412262869277779
64663///64648	SPANXC///SPANXD	0.236710940801362	-0.632955755388891
3429	IFI27	0.236764921390844	0.642363796555556
		0.236807886193524	1.25638049527778
84767	TRIM51	0.236807886193524	-0.708715805777778
10610	ST6GALNAC2	0.236851559180226	0.847722858166667
9940	DLEC1	0.236851559180226	0.600857001888889
131616	TMEM42	0.236851559180226	-0.635654184333332
6297	SALL2	0.236851559180226	-0.48606704188889
29947	DNMT3L	0.236851559180226	0.425828682388889
23511	NUP188	0.236851559180226	0.413876731055558
4580	MTX1	0.236872592913075	0.517686520499999
		0.236914561497744	-0.61292262477778
80097	MZT2B	0.236914561497744	0.413208749333334
		0.236914561497744	-0.370393316833334
26750	RPS6KC1	0.236914561497744	-0.557178873777779
92595	ZNF764	0.236914561497744	-0.501506141666666
10291	SF3A1	0.236949469691251	0.366427565833335
		0.23699405312897	-0.731920212111113
		0.237028042903409	-0.726969045666667
		0.237083567685965	0.743572357388888
81793	TLR10	0.237110469339712	0.879405634555557
100033818	SNORD115-44	0.237110469339712	-0.333319406666666
55328	RNLS	0.23716315540382	-0.571884081333334
2251	FGF6	0.237257097630437	-0.695138640277777
6941	TCF19	0.237303078118125	0.687206938944446
284618	RUSC1-AS1	0.237303078118125	0.495452322555555
8924	HERC2	0.237378548138992	-0.559517718666666
26354	GNL3	0.237399007223391	0.490952974166669
3140	MR1	0.237436100376202	0.711917417777777
55089	SLC38A4	0.237554471678864	-0.378894777000001
25836	NIPBL	0.237554471678864	0.359370518611112
759	CA1	0.237568637756076	1.96055684661111
7163///7163	TPD52///TPD52	0.237617813509334	-0.968382053722223
57630	SH3RF1	0.237617813509334	-0.667566519055557
		0.237617813509334	-0.672051000111112
		0.237724920976766	0.5554218375
114044	MCM3AP-AS1	0.23777852476889	-0.703535392166666
131669	UROC1	0.237841369316289	0.331878612444444
		0.238017063412874	-0.707907442277778
		0.23817827941891	-1.20632463361111
		0.238264768626543	-0.616193200055556
11219	TREX2	0.23848928939891	0.521527625777778
		0.238571240699747	0.62914399
54929	TMEM161A	0.238571240699747	0.443939337722222
29997	GLTSCR2	0.238571240699747	-0.462650299666665
10135	NAMPT	0.238571240699747	1.16598075522222
		0.238571240699747	-0.46475223344444
57508	INTS2	0.238594037226034	-0.51706241811111
165100	C2orf57	0.238688679472159	-0.423766135222222
79992	AGPAT4-IT1	0.238688679472159	-0.803404124388891
91937	TIMD4	0.238725552878778	0.733998979277779
6996	TDG	0.239007773658737	0.711519664111113
		0.239007773658737	-0.495661905666665
92806	CENPBD1	0.239024442152752	-0.546147520277778
4055	LTBR	0.239024442152752	0.523124959944446
55727	BTBD7	0.239057474780712	0.456734163555556
65080	MRPL44	0.239097484783188	0.655930035611112
10434	LYPLA1	0.239216705071198	0.509272148499996
		0.239221825265852	0.462754718000001
338324	S100A7A	0.239279705581326	0.421873330944445
		0.239376141886021	0.377731690888889
84978	FRMD5	0.239376141886021	0.292535292
		0.239376141886021	0.455025239555555
55194	EVA1B	0.239424484867946	-0.537905666166669
1943	EFNA2	0.239424484867946	0.610994492833335
8346	HIST1H2BI	0.239488779548788	-0.702907787055556
2123	EVI2A	0.239488779548788	1.40771863872222
		0.239586110229339	0.633068779444446
8926///6638	SNURF///SNRPN	0.239586110229339	-1.10323063316667
80739	C6orf25	0.239586110229339	-1.60123631705556
8714	ABCC3	0.239722670786792	0.50923701188889
653720///653125///653075///653073///283796///89838///89832	GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8IP///ULK4P1///CHRFAM7A	0.239722670786792	-1.19315488555555
		0.239722670786792	0.429989070888889
		0.239753596289958	0.700459277833332
84614	ZBTB37	0.239786780598462	0.427398063944445
148170	CDC42EP5	0.239797631397699	0.523502799444446
54069	MIS18A	0.239797631397699	-0.8681898585
201625	DNAH12	0.239797631397699	-0.366624673
25970	SH2B1	0.239797631397699	-0.435937065944445
79443	FYCO1	0.239797631397699	0.499174001666668
		0.239797631397699	-0.483599288499999
		0.239822165018063	-1.39829528522222
		0.239973227172623	0.616054685444444
29855	UBN1	0.239994141441268	0.582250697944442
162963	ZNF610	0.240075117934914	-0.745133107111113
339883	C3orf35	0.240075117934914	0.897317189666667
388646	GBP7	0.240075117934914	-0.612037326999999
84775	ZNF607	0.240075117934914	-0.713016539666667
		0.240195700196049	0.410735637666667
126299	ZNF428	0.240212041791584	-0.567947702722225
		0.240257936157885	-0.507202139666669
		0.240267335682195	-0.97924590927778
5028	P2RY1	0.240267335682195	0.533481644777777
1635	DCTD	0.240404472263888	-0.502381293666664
8796	SCEL	0.240431677785802	-0.269338941111111
84197	POMK	0.240431677785802	0.461168124611113
9100	USP10	0.240465556511484	0.584927501499999
79763	ISOC2	0.240511677116202	0.379543223777779
		0.240560290985017	0.356727026222223
6538	SLC6A11	0.240560290985017	-0.446099109944445
389558	FAM180A	0.240560290985017	0.398759120055554
5328	PLAU	0.240560290985017	0.710054661666669
8538	BARX2	0.240560290985017	0.429133224166667
401024	FSIP2	0.240652378819615	-0.383647551666668
11004	KIF2C	0.240727632214665	0.716756896333336
		0.240775783565982	-0.424520592222223
79595	SAP130	0.240802168319097	0.797170993611113
11172	INSL6	0.240805013713814	-0.482191826555556
3958	LGALS3	0.24080521863826	1.05978938588889
26959	HBP1	0.241085326267646	-0.51708376477778
100289087///728395///728137///64591///7258	TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	0.241110045302549	0.932111700166667
		0.241195497642088	0.424744953277779
		0.241241591988242	-0.385834562388888
8546	AP3B1	0.241241591988242	0.429574969444444
25880	TMEM186	0.241241591988242	-0.856201084555555
		0.241241591988242	1.63497999416667
2940	GSTA3	0.241241591988242	-0.654337835000001
58158	NEUROD4	0.241248313279445	0.379113964944445
142679	DUSP19	0.241248313279445	-0.723420919
160365	CLECL1	0.24141058923583	1.16601532122222
6050	RNH1	0.241429539640105	0.563095077388888
5903	RANBP2	0.241672208196503	-0.623322986555557
401039	FLJ43879	0.241896816790476	0.330591033277778
3858	KRT10	0.241896816790476	-0.483294137166667
130576	LYPD6B	0.241946467356762	0.509784062611111
		0.241946467356762	0.573041228444445
		0.241946467356762	-0.576012614611113
64764	CREB3L2	0.241946467356762	0.635476521500001
80216	ALPK1	0.242049067617129	-0.636910989888888
		0.242073417203173	-0.448572859611112
100049716	LOC100049716	0.242127251043155	-0.655229400277778
29785	CYP2S1	0.242246787921413	0.621705064444444
		0.242278252060913	0.627488059944446
		0.242278252060913	-0.989745193277777
26829	RNU5E-1	0.242278252060913	1.38151726794444
440957	SMIM4	0.242293203084839	0.600389221388888
585	BBS4	0.242315552347216	0.709699808277777
101927581	CCDC182	0.242379929230029	0.499079109611112
55799	CACNA2D3	0.242379929230029	0.426025988666666
23764	MAFF	0.242446576889306	-0.766655864277777
829	CAPZA1	0.242446576889306	0.89372117211111
83758	RBP5	0.242461603910321	-0.611576488888886
54874	FNBP1L	0.242465549583504	-1.18479448677778
196	AHR	0.242465549583504	0.911855858055555
79625	NDNF	0.242465549583504	0.409270404888889
29085	PHPT1	0.242465549583504	0.424088926166668
5395	PMS2	0.242465549583504	-0.599224691111109
28986	MAGEH1	0.242475551045772	-0.606739789222222
3385	ICAM3	0.242555902244693	-0.641298332111115
2912	GRM2	0.242555902244693	0.396229738888888
79892	MCMBP	0.242555902244693	0.504860023166664
9514	GAL3ST1	0.242600407410084	0.561216032888889
		0.242600407410084	-0.421665227833333
8331	HIST1H2AJ	0.242687814021786	-1.10645777066667
		0.242687814021786	0.988541061222223
8554	PIAS1	0.242728964877057	1.24362642338889
8578	SCARF1	0.242746097933635	-0.447296031722226
22796	COG2	0.242800793232132	0.553080573111111
100996928///154791	C7orf55-LUC7L2///FMC1	0.242800793232132	-0.608551603000001
		0.242982260028837	-0.528865687944444
		0.24307940668137	0.550093503055555
		0.24307940668137	-0.896107126999999
55646	LYAR	0.24307940668137	0.682171553888891
100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802	1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	0.243110815836649	0.887556173333334
203054	ADCK5	0.243110815836649	0.360095498222222
		0.24323899016515	-0.463784826666667
83479	DDX59	0.243258209512596	-0.444381864500001
3460	IFNGR2	0.243302029890803	0.68765648011111
694	BTG1	0.243362824530902	0.616973648222224
		0.243441044887041	-0.426487442111111
56882	CDC42SE1	0.24347188780954	0.631114797777776
117194	MRGPRX2	0.243555766970293	0.393226738888889
3692	EIF6	0.243629574355127	0.442874882888889
102725117///728377///445328///7984	LOC102725117///ARHGEF34P///ARHGEF35///ARHGEF5	0.243629574355127	-0.675838476166666
51651	PTRH2	0.243669920231123	0.771569017111111
140902	R3HDML	0.243740468580169	0.375671811166668
		0.243755599790942	0.719399446833332
200197	TMEM51-AS1	0.243813475034653	0.451827011055554
		0.243826306005071	-0.336737338277777
		0.243826306005071	0.585867036888888
84832	ANKRD36BP1	0.243826306005071	0.925744181833334
		0.244043770612412	0.699418351333332
54862	CC2D1A	0.244043770612412	0.384071138111111
102724984///728138///90231	LOC102724984///LOC728138///KIAA2013	0.244043770612412	0.460643423777778
		0.244043770612412	1.12922893322222
64434	NOM1	0.244043770612412	0.5642780915
127062	OR2M3	0.244043770612412	-0.4028571665
		0.244076465868158	-0.484771594999998
		0.244076465868158	1.27162760872222
84316	NAA38	0.244076465868158	0.431560374555557
		0.244076465868158	-0.50255181438889
23635	SSBP2	0.244076465868158	-0.801119743444447
		0.244076465868158	-0.739557819111108
23433	RHOQ	0.244076465868158	0.968423230277775
		0.244076465868158	-1.04395774633333
100131077	OK/SW-CL.36	0.244076465868158	0.344848984222223
		0.244076465868158	-0.311822153444444
		0.244076465868158	-0.294445163
3725	JUN	0.244076465868158	-1.297222631
15	AANAT	0.244076465868158	0.374093076722221
		0.244119842086476	0.531902252611111
92285	ZNF585B	0.244119842086476	-0.89546006711111
80321	CEP70	0.244119842086476	-1.23282286322222
170692	ADAMTS18	0.244119842086476	0.39934841188889
91614	DEPDC7	0.244119842086476	0.628661555111111
51024	FIS1	0.244156050353792	-0.422884231222223
57688	ZSWIM6	0.244388770825691	0.702166781666667
728113///653145	ANXA8L1///ANXA8	0.244388770825691	0.440053073444444
83956	RACGAP1P	0.244434051799403	0.540861522055554
64130	LIN7B	0.244434051799403	-0.481445097111108
11314	CD300A	0.244434051799403	-0.895122630000001
338674	OR5F1	0.244434051799403	0.519567769611112
		0.244434051799403	-0.733057626222223
3824	KLRD1	0.244443323283008	1.19600467444444
5105	PCK1	0.244443323283008	0.392531926
		0.244443323283008	1.26037455688889
		0.244486291691179	-0.59656336238889
729689///441328///441317///389633///55138	FAM90A2P///FAM90A10P///FAM90A7P///FAM90A25P///FAM90A1	0.244504109048596	-0.927087456111111
		0.244504109048596	-0.585168100611112
4070	TACSTD2	0.244504109048596	0.62803222338889
		0.244504109048596	-1.06999468994444
55915	LANCL2	0.244672686638684	0.456505341666666
727905///727830///647060///645961///642943///441452///389730///26165	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	0.244672686638684	0.816806771277779
9121	SLC16A5	0.244797579238542	-0.490110899055556
55650	PIGV	0.244826326690389	-0.569149557333334
51435	SCARA3	0.244870768129977	0.930813338000001
149134	LINC01341	0.24496156931044	-0.4693468145
		0.244967461305917	-0.604078535722222
		0.245009949139824	0.380812705611113
11013	TMSB15A	0.245009949139824	-0.400580498944445
		0.245223435467537	-0.821614724166667
55063	ZCWPW1	0.245309356897163	-0.553640104055555
2760	GM2A	0.245446988792621	0.810396087777779
1733	DIO1	0.245461149814888	0.420219915944445
79191	IRX3	0.245462556775165	0.807874370111113
340481	ZDHHC21	0.245471230696455	-0.68873381338889
27314	RAB30	0.245518500490078	0.830826382055557
100288884	LOC100288884	0.245658762439807	-0.707438909444443
5317	PKP1	0.245739361415532	0.397365202888889
6734	SRPRA	0.245811192666617	0.357403810500001
120379	PIH1D2	0.245811192666617	0.369923409944444
6232///6232	RPS27///RPS27	0.245811192666617	-0.319402683333331
84654	SPZ1	0.245811192666617	0.331805145722223
6434	TRA2B	0.24588492642879	-0.359633671777779
57578	UNC79	0.245908169041642	0.292078716666668
283450	HECTD4	0.246233186233718	0.46287827888889
200576///10879	PIKFYVE///SMR3B	0.246266337112565	0.361741382777778
4779	NFE2L1	0.246301578013371	0.44147002388889
		0.246301578013371	-0.701945931055558
497190///348174///283971	CLEC18B///CLEC18A///CLEC18C	0.246301578013371	0.81402964538889
148229	ATP8B3	0.246428118485132	0.472775478222222
6947	TCN1	0.246428118485132	1.035011441
		0.246428118485132	0.959372945222223
27030	MLH3	0.246428118485132	-0.679788525111112
29993	PACSIN1	0.246428118485132	0.411924574666668
		0.246428118485132	-0.224390943277778
4729	NDUFV2	0.246436478051509	1.32929246755556
9379	NRXN2	0.246444112042277	0.474590153333334
5015	OTX2	0.246444112042277	0.477328251055555
5901	RAN	0.246510372403461	-0.619315480833336
27178	IL37	0.246533867253307	0.522537053722222
		0.24661290600695	-0.51997016777778
